habitation_id,habitation_name,district,latitude,longitude
283308,Pathsala Gaon,Barpeta,26.495570229793127,91.16292289162804
283304,Bhethua,Barpeta,26.47733628110139,91.1560416925057
283310,Dumuria,Barpeta,26.490184363114665,91.14982417882322
283407,Kotho Bari,Barpeta,26.507541206431554,91.14254931213752
283406,Borkur,Barpeta,26.516593524575605,91.14771351724698
283286,Haguri Gaon,Barpeta,26.51741414247366,91.16795108552702
283281,Doloi Gaon,Barpeta,26.53097434208883,91.16354927094494
283394,Medhi Kuchi,Barpeta,26.5320911475374,91.15511698867172
283393,Puthimari,Barpeta,26.549245225165457,91.15235790787446
283389,Singimari,Barpeta,26.56413747616647,91.14475340426824
283283,Ghotbar Saderi,Barpeta,26.54542315412007,91.17735794780266
283279,Bhogpur  (Bhoupar),Barpeta,26.54390923696248,91.18843018825922
283277,Borsaderi,Barpeta,26.56289528745751,91.18801725731086
283430,Doisingri  (Doimingari),Barpeta,26.58964769330295,91.1923196508554
283276,Bhotanta Mohitara,Barpeta,26.56898722537433,91.1655364391026
283427,Bandha Sidhani,Barpeta,26.596345077962976,91.15936165148366
283426,Pachim Kathalmuri (Kathalguri),Barpeta,26.613795523809948,91.15619657112752
283422,Kalbari,Barpeta,26.623646979790912,91.16630021908328
283347,Kathalmuri Ghat,Barpeta,26.618678433163826,91.14455863399556
283340,Botiamari,Barpeta,26.63542693340998,91.14954859747188
304202,Pokalagi,Baksa,26.64787982966527,91.14660691084082
304296,Rajghat,Baksa,26.643263823953763,91.16162452890708
283421,Batia Mari,Barpeta,26.62812791747933,91.15762350954536
304299,Swarna,Baksa,26.63167061055345,91.17530993460436
304300,Angulia,Baksa,26.64189947092789,91.18089805001732
304292,Silbari,Baksa,26.6534185745302,91.19215346378586
304301,Paschim Khagrabari,Baksa,26.633081318579887,91.19751105128594
283424,Baghmara,Barpeta,26.62034341627435,91.19478144678654
283423,Barsidhani,Barpeta,26.617666647905875,91.175931183942
283428,Pub Kathal Muri,Barpeta,26.59780801220099,91.18112456629018
304302,Paschim Rihabari,Baksa,26.61050875348067,91.19277330172174
283429,Dakshin Rehabari,Barpeta,26.60160845439939,91.20210298888423
283435,Chaibari,Barpeta,26.60139236202644,91.22543315676435
283425,Pub-Rehabari,Barpeta,26.61461939098332,91.20907861788127
304242,Jalah,Baksa,26.64859396464132,91.21313318828255
304241,Pub Khagrabari,Baksa,26.63238118919861,91.21756948693653
304240,Bhebla,Baksa,26.638561696696627,91.23596890834968
304245,Dongpar,Baksa,26.652793056488825,91.24041298425163
304246,Baropara,Baksa,26.644462254150778,91.24630136616427
304239,Ghogapar,Baksa,26.62835844870602,91.24286925363944
283433,Gergeria,Barpeta,26.620551089793768,91.22836441570742
283432,Bar Manikpur,Barpeta,26.61300456625407,91.2434220523947
283336,Bangna Bari  (Bangana Bari),Barpeta,26.571457179244184,91.25356675909548
283272,Pipla  (Piplala),Barpeta,26.57848275920831,91.23786548629452
283434,Chemtia,Barpeta,26.591254337646813,91.2357888065034
283431,Akaya,Barpeta,26.590160198065394,91.21226429100535
283278,Kurobaha,Barpeta,26.576087923667234,91.200509129238
283271,Chomua Ulua,Barpeta,26.577608642562748,91.21682951927832
283273,Pakha Keteki Bari  (Ketkibari),Barpeta,26.56597377919873,91.22230795110768
283274,Nitananda Panbari,Barpeta,26.55688605660478,91.20657210709842
283275,Tuple Panbari,Barpeta,26.565788945640392,91.20285578265305
283280,Ratanpur,Barpeta,26.54477019609401,91.20303986165835
283327,Bichan Kuchi,Barpeta,26.54281982336847,91.21786519655488
283331,Maripur Anandapur,Barpeta,26.552134851865528,91.22909919326231
283329,Bania Gaon,Barpeta,26.56502337405392,91.23650848297513
283332,Nimua,Barpeta,26.559683788082086,91.252446055223
283330,Bilpar,Barpeta,26.549438665966708,91.24982596022046
304464,Thaikarakuchi,Baksa,26.5428511256232,91.26599015580832
283338,Bhajkuchia Para,Barpeta,26.56323246729613,91.26685943107375
283339,Niz-Sathi Samukha,Barpeta,26.55556991441172,91.2677336226576
303632,Bhurkuchi,Nalbari,26.54524748071935,91.28701512185532
303630,Niz Namati,Nalbari,26.535452926464032,91.29922618027456
304455,Bangaon,Baksa,26.559392204097936,91.28836923362924
283337,Khara Dhara,Barpeta,26.57095144304469,91.28360342875224
304539,Choudhuritup,Baksa,26.581310927711414,91.30378601454386
304183,Bebejiapara,Baksa,26.588192820810807,91.28681427099949
304184,Majarkhat,Baksa,26.58123796785633,91.274050002719
283333,Bamunpara,Barpeta,26.572644886993263,91.26714639867384
283335,Bagapara,Barpeta,26.588506322712785,91.25532301032386
283334,Garemari,Barpeta,26.58577920852196,91.26454713616953
304303,Saru Manikpur,Baksa,26.60948544380888,91.25637256344514
304526,Katanipara,Baksa,26.602969987216888,91.2673748763477
304527,Pachim Athiabari,Baksa,26.605889001963547,91.27791159999872
304524,Chamthiapara,Baksa,26.62171959410629,91.28197070334082
304525,Naosali,Baksa,26.62794533342328,91.25569898332594
304504,Ulubari,Baksa,26.64271729940498,91.25818913925806
304505,Saderichupa,Baksa,26.637551760529483,91.27114364679557
304507,Chantapara,Baksa,26.636701602377247,91.29018406582703
304506,Thamna,Baksa,26.64501479867311,91.28645895860556
304508,Uzirbari,Baksa,26.64657765958184,91.30936194861744
304529,Pub Athiabari,Baksa,26.617355647055625,91.30562413780328
304523,Katahbari,Baksa,26.62476246821389,91.2942966164398
304528,Bhehguri,Baksa,26.61547066367845,91.29500147586856
304536,Chutiapara,Baksa,26.6028058568784,91.29125799065032
304537,Hatirtari,Baksa,26.60302884973609,91.3041774851004
304538,Goldingpara,Baksa,26.60035681022988,91.31874994958784
304552,Subankhata RF,Baksa,26.59800769725076,91.3334354144375
304535,Pamuapathar,Baksa,26.615230883226427,91.32224972423776
304522,Rampur,Baksa,26.63273316708798,91.31113870273109
304530,Nutun Sripur,Baksa,26.62620758863692,91.32529702695612
304509,Lafakuchi,Baksa,26.64933057308625,91.32286699435124
304521,Mushalpur,Baksa,26.638594949377485,91.3326360211065
304519,Barimakha,Baksa,26.636538468614123,91.34975662714976
304510,Belguripathar,Baksa,26.651031345748507,91.3437985498634
304511,No.2 Kataligaon,Baksa,26.65074292007945,91.36708545907406
304533,Singrapara,Baksa,26.613988238489554,91.36007493093364
304531,Sripur Dewar,Baksa,26.6239206595242,91.34338319455028
304534,Odalguri,Baksa,26.60799558379359,91.34098216454224
304541,Nalbari,Baksa,26.59636145461352,91.34580272465142
304542,Bennabari,Baksa,26.59934220373333,91.36157139141638
304544,Hazara,Baksa,26.58946718469239,91.358274788638
304436,Kharua,Baksa,26.56867404726953,91.34886154268258
304543,Geruapara,Baksa,26.583511237004167,91.34335540454234
304540,Karemura,Baksa,26.58605379317203,91.315424454076
304454,Bhalukdonga,Baksa,26.576389772742576,91.32004358609186
304435,Puran Sripur,Baksa,26.56524450135837,91.33275940977764
304457,Barkachuajar,Baksa,26.55349704900715,91.32405789212194
304456,Saru Kachuajhar,Baksa,26.55536388120517,91.31009796370554
304448,Bhogpur,Baksa,26.54264682954554,91.33885302981942
304437,Kaljhar,Baksa,26.547468775378988,91.3556285105321
304451,Niz-Juluki,Baksa,26.524382541854937,91.34530235994512
304453,Mahkharia,Baksa,26.50925246917849,91.35674954970476
303627,Suradi,Nalbari,26.489857249976,91.36585649334673
303628,Dahkaunia  (Dahakaria),Nalbari,26.500996182781307,91.3427491716542
303651,Goboradol,Nalbari,26.48327545712026,91.33520031664692
303650,Ratanpur,Nalbari,26.48291464800795,91.31292677705804
304463,Heramjhar,Baksa,26.50112464087218,91.3195478635594
304461,Chapara,Baksa,26.509431627491985,91.31096281855488
304460,Madhapur,Baksa,26.518064305086803,91.31883547332392
304452,Barama,Baksa,26.510371481296467,91.33380577507988
304458,Murmela,Baksa,26.535076142592203,91.32091411662957
304459,Nakuchi,Baksa,26.516067128768,91.3002323557663
303633,Bamunbari,Nalbari,26.52741243912826,91.2785306968672
303634,Daloigaon,Nalbari,26.528421982857108,91.25653778786894
303635,No.1.Nathkuchi,Nalbari,26.515081302138,91.26551271525452
303636,No.2.Nathkuchi,Nalbari,26.50599451824853,91.279381748429
283316,Barsahan,Barpeta,26.50279448750985,91.25765898049931
283318,Bar-Bairagi,Barpeta,26.490123305070057,91.25744416687364
303638,Barbari,Nalbari,26.487696477102123,91.26784264733166
303637,Nakhara  (Nakhra),Nalbari,26.48861050852215,91.27793678935636
303631,Ranakuchi,Nalbari,26.49535437060987,91.29189524419948
304462,Digheli,Baksa,26.495550266529857,91.30597606962884
303649,Borgaon,Nalbari,26.477004131037344,91.2978502763046
303656,Haribhanga,Nalbari,26.44704646000172,91.29601185276567
